name,state,cz,tier,cuny,count,par_median,par_q1,par_q2,par_q3,par_q4,par_q5,par_top1,kid_median,kid_q1,kid_q2,kid_q3,kid_q4,kid_q5,kid_top1,kidq1_if_parq1,kidq2_if_parq1,kidq3_if_parq1,kidq4_if_parq1,kidq5_if_parq1,kidtop1_if_parq1
"Prism Career Institute","PA","Philadelphia","Two-year for-profit",0,68.5,37000,37.57008,26.54709,20.61293,6.593894,8.676015,.1161756,31000,15.74229,27.0623,29.38865,21.13867,6.668082,.0009806,11.72399,39.09576,29.22626,19.95397,0,0
"Providence College","RI","Providence","Highly selective private",0,918.3333333,139300,2.046726,4.778207,8.430134,18.18272,66.56222,4.977508,66300,6.643624,5.836901,7.747147,17.60801,62.16433,5.884496,17.86073,2.089778,19.72758,14.76691,45.55499,5.083342
"Pulaski Technical College","AR","Little Rock","Two-year (public and private not-for-profit)",0,779.6666667,54400,20.4563,21.70344,22.00697,21.74242,14.09087,.4009194,24300,16.80349,23.56672,27.4561,21.16352,11.01017,.2205069,16.78466,29.76957,30.71518,16.74411,5.98648,.0006241
"Purdue University","IN","Lafayette","Selective public",0,8755.666667,103200,3.183334,7.432724,15.6769,29.51942,44.18762,2.174625,48800,9.070399,9.949684,14.43344,23.33077,43.21571,1.997657,10.76288,15.53957,19.19271,22.9876,31.51725,.6087749
"Queens University Of Charlotte","NC","Charlotte","Selective private",0,188.5,99700,6.982634,9.665924,15.78469,25.56388,42.00287,1.576947,38300,11.42959,13.63832,19.86801,25.64665,29.41743,.6579615,15.03119,9.038339,11.08959,27.08379,37.75708,.0095941
"Queensborough Community College-CUNY","NY","New York","Two-year (public and private not-for-profit)",0,1494,42200,27.57602,25.66504,20.8024,15.19468,10.76186,.0633508,32400,17.02077,18.3651,17.77559,23.49998,23.33857,.3405584,16.87294,22.05653,17.25593,23.69897,20.11563,.4932058
"Quincy College","MA","Boston","Two-year (public and private not-for-profit)",0,359.6666667,69000,13.18668,17.32206,23.0293,23.27904,23.18292,.3270139,29100,19.02759,18.15802,20.99999,20.47088,21.34351,.1807574,23.79298,18.63555,16.11419,22.23123,19.22604,.7165322
"Quincy University","IL","Quincy","Selective private",0,214,84000,4.995685,12.19785,21.12936,32.28085,29.39626,1.18998,39600,8.945271,10.42716,20.5485,31.63763,28.44145,.4855192,10.35621,13.88903,22.43689,33.28483,20.03304,0
"Quinebaug Valley Community College","CT","Bridgeport","Two-year (public and private not-for-profit)",0,244,71400,10.558,15.26308,26.62106,33.48732,14.07054,.4200274,25000,15.4862,20.8057,26.42316,25.24164,12.04329,.3989369,24.19851,17.6392,27.89596,22.53446,7.731871,.0942677
"Quinnipiac University","CT","Bridgeport","Highly selective private",0,1085.666667,127000,1.856123,5.665432,12.25763,20.96997,59.25084,4.381074,60000,7.072903,7.2096,10.39483,20.13357,55.18911,2.949326,8.327397,14.54036,11.28083,17.32293,48.52847,.560793
"Quinsigamond Community College","MA","Boston","Two-year (public and private not-for-profit)",0,1017.333333,73700,13.83656,15.50929,20.54239,28.08997,22.02177,.4128646,31700,14.69569,16.49848,23.90292,24.01203,20.89087,.1551649,19.61927,19.54477,29.09072,19.17134,12.57389,0
"Radford University","VA","Roanoke","Selective public",0,1582.666667,101700,4.404392,9.857321,16.23772,26.40201,43.09856,1.090933,43500,8.273911,10.50733,16.97979,30.62855,33.61042,1.20539,11.52493,11.03386,21.5204,33.95595,21.96486,.9352325
"Ramapo College Of New Jersey","NJ","Newark","Highly selective public",0,699.3333333,106400,6.242975,9.777328,12.35027,25.01261,46.61682,1.43988,49600,9.740582,10.71461,12.63609,24.92651,41.98221,1.415162,12.6663,11.52708,10.89307,24.7328,40.18076,0
"Rancho Santiago Community College District","CA","Los Angeles","Two-year (public and private not-for-profit)",0,2269.333333,63600,15.97264,19.56582,21.3731,20.271,22.81744,.8031299,33700,15.35492,16.21583,20.95152,24.45147,23.02626,.5207893,17.20298,17.49198,23.69663,25.04481,16.5636,.2924989
"Randolph - Macon College","VA","Richmond","Selective private",0,245.5,121700,2.470179,7.248477,11.18293,22.89463,56.20379,3.942436,51200,6.519999,8.348766,12.64813,30.87851,41.60461,1.142469,20.22457,17.90257,13.27351,22.38347,26.21588,.3902998
"Randolph College","VA","Lynchburg","Selective private",0,126.5,107300,6.261503,9.069016,17.17184,22.95397,44.54367,2.072022,37400,14.48068,10.89381,18.24928,31.80182,24.57442,1.577407,25.57894,23.25867,16.59843,18.63599,15.92797,4.804329
"Randolph Community College","NC","Greensboro","Two-year (public and private not-for-profit)",0,320.3333333,59800,14.09047,21.31517,28.77771,25.78774,10.0289,.2049372,25800,14.77415,22.63445,31.08589,22.60475,8.900764,.1284938,14.93649,25.72864,34.69741,20.61014,4.027314,0
"Ranger College","TX","Abilene","Two-year (public and private not-for-profit)",0,180.3333333,45700,22.49062,25.41212,27.60848,18.77764,5.711147,.0398144,29900,13.62199,21.12464,22.74028,22.78594,19.72715,.4794703,14.60181,21.87045,28.72736,21.86843,12.93195,.0083287
"Ranken Technical College","MO","St. Louis","Nonselective four-year private not-for-profit",0,380,81900,6.953024,13.33265,24.08468,31.89489,23.73476,.5581585,45600,8.329301,9.650637,16.08323,27.06778,38.86906,1.056237,26.23563,13.33824,24.79194,21.88201,13.75219,.1308814
"Rappahannock Community College","VA","Newport News","Two-year (public and private not-for-profit)",0,214.6666667,59900,17.20307,19.80926,24.741,25.32052,12.92614,.0428238,28800,13.16419,19.31287,27.06412,27.44805,13.01076,.1809119,16.38335,27.78076,28.16711,18.87165,8.797134,0
"Raritan Valley Community College","NJ","Newark","Two-year (public and private not-for-profit)",0,890.6666667,102200,5.353651,10.62929,17.00678,22.82811,44.18217,1.136765,35700,14.70135,17.18159,17.5978,24.38375,26.1355,.5259549,17.9094,22.63838,16.32565,21.37114,21.75545,.6313224
"Reading Area Community College","PA","Reading","Two-year (public and private not-for-profit)",0,563,64500,14.78819,21.18213,22.0594,28.09756,13.8727,.2094909,26900,16.04966,21.47423,25.75324,23.81941,12.90343,.1173502,19.23635,29.69437,24.80103,19.1443,7.123942,0
"Redlands Community College","OK","Oklahoma City","Two-year (public and private not-for-profit)",0,283.3333333,54600,15.19621,24.64301,26.87086,23.62887,9.661055,.1221307,28400,15.25917,19.54383,25.38909,19.64944,20.15848,.9004101,24.78596,17.04526,24.7049,20.01217,13.45171,.0439989
"Reed College","OR","Portland","Other elite schools (public and private)",0,311.3333333,121900,4.206738,10.39931,13.76482,16.79894,54.83018,8.045481,36900,14.01452,16.93254,16.36202,19.67335,33.01756,2.140562,13.11433,21.90877,17.65561,20.20068,27.12061,0
"Regency Beauty Institute","MI","Detroit","Less than two-year schools of any type",0,161.3333333,72000,7.828808,15.50071,27.01359,29.60197,20.05491,1.068271,20000,17.80409,29.10853,31.58066,15.84658,5.660139,.0359456,26.60544,37.28473,27.09228,9.017546,0,0
"Regis College","MA","Boston","Selective private",0,146,86900,8.642103,13.3401,18.35506,29.14794,30.5148,.2743932,45200,10.13667,13.18407,15.17511,27.12321,34.38095,.718628,16.66074,18.30447,21.48587,16.25356,27.29536,0
"Regis University","CO","Denver","Selective private",0,274.3333333,121400,3.82721,5.884556,11.8713,22.48581,55.93113,8.507743,47600,7.84015,11.45104,15.20823,26.63122,38.86937,2.999273,6.929087,18.32237,13.60018,19.89941,41.24895,.0291726
"Reid State Technical College","AL","Atmore","Two-year (public and private not-for-profit)",0,105,34600,34.11948,27.64501,18.04017,16.43468,3.760643,.1084018,17500,14.50661,34.00793,23.60173,13.09599,14.78773,.3849401,10.09333,39.06225,24.78874,12.11576,13.93993,.086673
"Reinhardt University","GA","Atlanta","Selective private",0,174.5,101500,5.163977,7.865011,18.07562,25.41288,43.48251,2.525045,31100,15.4793,16.85987,22.57041,27.78514,17.30527,.8056425,5.523406,38.21862,15.59439,16.2165,24.44708,.0495391
"Rend Lake College","IL","Centralia","Two-year (public and private not-for-profit)",0,618.3333333,57700,17.61039,18.42795,28.48655,26.25661,9.218511,.1369065,28000,14.14059,22.65347,23.04804,23.01344,17.14447,.2268392,19.77417,32.26896,22.8306,17.84997,7.276299,.2960858
"Rensselaer Polytechnic Institute","NY","Albany","Other elite schools (public and private)",0,1080.333333,114200,4.718425,8.88062,12.04301,22.82143,51.53651,2.438125,84100,5.571328,4.193714,4.157958,11.1354,74.94161,7.352634,10.51478,5.659238,4.513813,14.69142,64.62074,7.157175
"Renton Technical College","WA","Seattle","Two-year (public and private not-for-profit)",0,266,73000,11.77759,16.79809,21.90554,27.25609,22.26269,.3305721,30000,17.73256,18.87707,18.81026,23.62846,20.95165,.1363094,16.0958,23.57872,25.3162,22.44109,12.56819,.0678222
"Rhode Island College","RI","Providence","Selective public",0,918.6666667,82700,7.785483,13.11612,21.27909,32.24953,25.56978,.4397449,41300,7.838841,14.06104,19.3432,28.5196,30.23731,.5994415,10.2082,18.04682,24.6396,27.84742,19.25795,.3848821
"Rhode Island School Of Design","RI","Providence","Nonselective four-year private not-for-profit",0,329.3333333,142800,4.11408,5.780105,10.0842,15.86512,64.15651,8.194633,37800,13.33095,18.48854,16.08459,19.4186,32.67733,2.119669,19.45373,20.15381,20.30514,7.535372,32.55194,2.39455
"Rhodes College","TN","Memphis","Highly selective private",0,341,164400,2.171966,5.01109,9.705802,12.94081,70.17032,15.42792,52000,10.57027,10.97951,11.8544,21.00886,45.58695,6.540909,11.97088,3.784989,11.66992,14.68133,57.89288,22.30491
"Rice University","TX","Houston","Other elite schools (public and private)",0,632,149200,3.290313,5.54002,9.819036,14.33251,67.01812,7.194434,76700,7.098542,7.402477,7.617265,13.21726,64.66445,16.69017,15.20014,5.096214,9.253369,21.71856,48.73172,8.011497
"Rich Mountain Community College","AR","Idabel","Two-year (public and private not-for-profit)",0,111,34900,33.77191,28.42566,23.9617,9.709924,4.130829,.1119766,20800,17.84748,28.69482,26.36899,19.90234,7.18637,.0315366,23.40555,36.80555,20.78536,16.33867,2.664855,.0135808
"Richard Bland College","VA","Richmond","Two-year (public and private not-for-profit)",0,240,83700,6.165793,10.98346,23.13161,37.31077,22.40837,.0861164,32700,11.83838,20.04704,24.20925,24.58994,19.31539,.420424,12.02919,24.53043,30.64188,22.37571,10.42279,.3290377
"Richard Stockton College Of New Jersey","NJ","Philadelphia","Selective public",0,914,92700,6.783997,12.95807,15.83307,28.03548,36.3894,.4042377,48600,9.228541,10.25603,13.57035,27.60339,39.34169,.9146068,12.72908,16.1697,15.29117,27.85143,27.95861,0
"Richland Community College","IL","Decatur","Two-year (public and private not-for-profit)",0,533.3333333,69500,11.93319,15.62752,25.2936,31.80313,15.34258,.2942161,28900,13.56333,19.48066,26.72216,23.64744,16.58642,.1482276,12.77154,28.65082,27.41151,22.88808,8.27805,.5054606
"Richmond Community College","NC","Fayetteville","Two-year (public and private not-for-profit)",0,199.3333333,37800,28.684,30.33723,20.13015,15.70425,5.14435,.1569807,21700,18.77238,26.82589,29.2287,17.98939,7.183619,.1784968,23.49353,31.60462,32.75489,9.659921,2.487033,.0107761
"Rider University","NJ","Newark","Selective private",0,761,102100,5.840884,11.56484,15.7837,21.8063,45.00427,2.191271,51600,7.53521,10.45599,12.16192,26.19779,43.64909,1.783006,6.853443,13.26863,20.52952,21.90484,37.44357,2.991513
"Ringling College Of Art & Design","FL","Sarasota","Nonselective four-year private not-for-profit",0,177.3333333,97000,5.717924,7.510103,15.55964,28.00412,43.20823,3.608355,33600,17.64361,18.26769,16.14545,23.81772,24.12553,1.268704,20.22213,14.09195,21.50197,25.26505,18.91889,.1793994
"Rio Hondo Community College","CA","Los Angeles","Two-year (public and private not-for-profit)",0,1545.333333,46500,22.68942,25.9931,23.58517,17.57575,10.15656,.1122261,32400,14.24109,17.75006,22.69595,25.45224,19.86067,.3309997,16.02647,17.98181,24.82858,25.90636,15.25678,.1992158
"Ripon College","WI","Oshkosh","Selective private",0,215.3333333,92100,4.154465,10.47455,15.98413,34.98341,34.40345,1.53942,45600,8.619252,6.843067,18.08814,31.89826,34.55129,1.606769,10.41264,6.932406,23.90891,21.49686,37.24918,.6047804
"River Parishes Community College","LA","Baton Rouge","Two-year (public and private not-for-profit)",0,97,78400,13.9335,14.69895,15.28831,34.58079,21.49846,.7100858,24800,18.7952,21.3081,19.52941,17.9406,22.42671,.4115174,20.25616,34.23714,23.63478,16.49397,5.377962,.0282957
"River Valley Community College","NH","Claremont","Two-year (public and private not-for-profit)",0,89,62700,9.481009,21.62146,29.40814,29.48504,10.00436,.1096102,31700,16.38175,14.91073,25.51827,27.13635,16.05291,.0950004,16.00232,19.5632,28.9761,31.6353,3.823089,.1150139
"Riverside Community College District","CA","Los Angeles","Two-year (public and private not-for-profit)",0,3868.333333,70800,12.49528,17.57368,21.83895,26.4295,21.66259,.2433912,28800,18.28016,19.5225,20.07461,22.08198,20.04074,.1780618,20.57259,22.89572,23.16073,19.06342,14.30754,.2689128
"Roane State Community College","TN","Knoxville","Two-year (public and private not-for-profit)",0,878.3333333,59700,16.67332,20.06608,27.22416,25.39411,10.64235,.1447614,26100,16.05457,21.53633,28.44952,22.01323,11.94636,.2194019,18.4443,29.49306,27.45234,17.89994,6.710361,.0149191
"Roanoke Chowan Community College","NC","Roanoke Rapids","Two-year (public and private not-for-profit)",0,151.6666667,29400,43.46316,25.88036,19.89916,7.566926,3.190393,.0179341,20500,15.03983,31.48549,27.78084,18.15704,7.536797,.0364238,17.56557,37.61155,27.65874,13.48885,3.675302,0
"Roanoke College","VA","Roanoke","Selective private",0,384.3333333,111800,2.918118,8.577852,13.63009,23.41394,51.46,4.638018,46300,9.507134,10.75612,14.04959,28.02695,37.66021,1.617156,10.49422,8.127973,18.71792,27.5402,35.11969,0
"Robert Morgan And Miami Lakes Educational Centers","FL","Miami","Two-year (public and private not-for-profit)",0,175.3333333,32200,35.53944,27.76771,17.58427,13.09283,6.015763,.0690125,23000,17.59944,25.34075,22.9103,19.56867,14.58085,.068561,19.84139,28.07983,20.42178,18.65538,13.00162,.0032624
"Robert Morris University","PA","Pittsburgh","Selective private",0,478.5,83600,5.88334,13.39401,22.08337,30.85115,27.78814,1.28441,48300,8.456804,10.17689,14.93676,27.88925,38.5403,1.287513,4.833566,15.12127,11.62418,25.51426,42.90673,.1194764
"Robert Morris University Illinois","IL","Chicago","Nonselective four-year private not-for-profit",0,1088,44800,24.71919,26.61579,23.28912,16.87762,8.498273,.1293956,30400,11.99051,20.53533,25.68468,25.38752,16.40197,.3061436,12.84381,26.09623,25.64154,24.1576,11.26082,0
"Roberts Wesleyan College","NY","Buffalo","Selective private",0,220.3333333,72600,6.585001,13.26656,29.91514,29.43404,20.79928,.1590658,34600,13.52559,16.30756,21.29212,28.50187,20.37287,.3021226,14.36347,23.49311,33.95024,15.41348,12.77968,.0489417
"Robeson Community College","NC","Fayetteville","Two-year (public and private not-for-profit)",0,254,32500,34.44116,32.00467,17.66385,12.22158,3.668728,.0276525,18700,15.68015,34.47104,30.49913,13.63779,5.711876,.0034199,16.72913,41.27954,24.84962,12.54679,4.594927,.0080607
"Rochester Institute Of Technology","NY","Buffalo","Selective private",0,1945.333333,95700,6.326917,10.3616,17.56979,27.06011,38.68158,1.699755,62400,9.515765,8.545503,9.921752,16.73569,55.28128,3.213606,12.57774,11.34755,9.014462,15.36005,51.70019,1.765573
"Rock Valley College","IL","Rockford","Two-year (public and private not-for-profit)",0,1430.333333,81800,8.449297,13.49329,20.09951,34.19611,23.7618,.4752301,31100,12.67252,18.9266,24.71153,26.36384,17.3255,.1645789,13.18637,26.19346,33.40448,18.24821,8.96748,.2512093
"Rockford University","IL","Rockford","Selective private",0,90,83500,5.832875,11.5768,20.43985,33.66076,28.48972,1.456089,43400,8.809472,12.55462,21.91932,33.23607,23.48052,1.62382,7.063907,15.85176,32.03593,16.31527,28.73314,0
"Rockhurst University","MO","Kansas City","Selective private",0,250,107300,4.24406,10.47601,13.61675,24.2311,47.43208,2.291588,48400,6.506071,9.455597,14.51589,27.99992,41.52251,4.009712,8.174269,6.890506,29.55384,17.08649,38.29491,.1081061
"Rockingham Community College","NC","Greensboro","Two-year (public and private not-for-profit)",0,362,62700,15.15217,19.76946,26.11381,27.14289,11.82167,.2334967,26400,14.24442,21.99092,29.88422,24.56136,9.319077,.0452583,11.91786,24.17761,38.23024,22.50971,3.164583,.0042024
"Rockland Community College","NY","Newark","Two-year (public and private not-for-profit)",0,1156.666667,92600,9.237313,13.63271,16.09365,22.4362,38.60012,.8118736,35400,14.72629,18.17708,16.89705,21.40581,28.79377,.7219066,19.39268,25.35259,20.92164,15.30944,19.02364,.3110727
"Rocky Mountain College","MT","Billings","Selective private",0,133.6666667,72600,10.02136,18.00647,25.13447,23.42908,23.40863,1.615758,38800,10.99528,13.77124,20.5484,23.23155,31.45354,1.529919,7.425449,17.62154,16.07647,22.98897,35.88757,.1082819
"Roger Williams University","RI","Providence","Selective private",0,639.3333333,111600,3.365613,7.162322,13.90148,25.61544,49.95514,4.151226,50800,7.69994,9.699629,13.59821,25.72817,43.27405,1.340475,10.65428,13.67368,26.78241,17.2735,31.61614,2.784867
"Rogers State University","OK","Tulsa","Nonselective four-year public",0,481.3333333,66500,13.91301,17.16618,26.13274,27.41107,15.377,.2631516,31300,16.28149,17.96164,24.54227,22.89342,18.32119,.2264126,20.47284,20.31612,26.05655,22.33989,10.8146,0
"Rogue Community College","OR","Medford","Two-year (public and private not-for-profit)",0,812,53600,18.30168,22.83926,26.14891,21.67986,11.0303,.4898346,21800,21.26306,23.67159,24.61993,17.62367,12.82175,.2015307,25.82572,24.49142,25.43478,16.63401,7.614075,.0220458
"Rollins College","FL","Orlando","Highly selective private",0,401.6666667,120800,5.633857,10.61102,13.81879,16.64929,53.28704,15.99307,42800,14.71241,14.41756,13.61162,19.84261,37.41581,4.514315,13.11974,16.60821,16.14143,31.40995,22.72067,1.392909
"Roosevelt University","IL","Chicago","Selective private",0,211,73500,14.08545,18.1457,17.52073,22.70344,27.54468,.9027069,37000,12.93792,16.94852,17.81505,24.80644,27.49207,.649725,21.41945,20.05026,13.60741,22.37156,22.55132,0
"Rose - Hulman Institute Of Technology","IN","Terre Haute","Other elite schools (public and private)",0,402.5,109500,2.836094,6.97195,15.1777,27.00658,48.00768,1.477374,83600,5.197282,3.852923,5.713446,8.772889,76.46346,6.403527,4.033234,0,10.27643,7.481817,78.20853,6.199942
